component;property;de;en;Dev-status
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.general.languageFieldLabel;Sprache;Language; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.general.languageEmptyText;Bitte wählen Sie die Sprache der Applikation*;Select the language of the application*; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.general.publicFieldLabel;Öffentlich;Public; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.general.publicBoxToastText;<b>Hinweis:</b> Diese Applikation wird öffentlich verfügbar und somit auch für nicht angemeldete Nutzer sichtbar sein!;<b>Note:</b> This application will be set to public and will be visible even for non logged-in users afterwards!; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.general.activeFieldLabel;Aktiv;Active; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.general.activeBoxToastText;<b>Hinweis:</b> Diese Applikation wird deaktiviert und somit nicht mehr sichtbar für andere Benutzer sein!;<b>Note:</b> This application will be deactivated and will not be visible to anyone afterwards!; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.tools.title;Werkzeuge;Tools; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.tools.helpText;Grün eingefärbte Werkzeuge sind in der Applikation verfügbar, blau eingefärbte Werkzeuge nicht.;Green buttons / tools will be available in the application, blue ones not; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.permissions.applicationpermissionstitle;Berechtigungen;Permissions; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.permissions.applicationpermissionsdescriptiontext;Hier können die Berechtigungen an dieser Applikation für Benutzer und Gruppen eingerichtet werden.<br>Wenn Sie einen neue Applikation anlegen, müssen Sie diese zunächst speichern, bevor die Berechtigungen vergeben werden können;Here you can manage what users and groups may see, edit and delete this application.<br>If you are creating a new application, you will need to save it first before you can set the permissions; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.title;Startansicht;Startview; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.projectionTitle;Projektionssystem;Projection; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapCenterTitle;Zentrum;Center; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapExtentTitle;Kartenausdehnung;Extent; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapZoomTitle;Zoom;Zoom; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapZoomLabel;Stufe;Level; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapCenterXLabel;X;X; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapCenterYLabel;Y;Y; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapExtentMinXLabel;Min X;Min X; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapExtentMaxXLabel;Max X;Max X; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapExtentMinYLabel;Min Y;Min Y; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.startview.mapExtentMaxYLabel;Max Y;Max Y; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.layer.title;Layer;Layer; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.layer.availableLayersGridTitle;Verfügbare Layer;Available layers; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.cancelBtnText;Abbrechen;Cancel; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.saveBtnText;Speichern;Save; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.couldNotLoadApplicationDataMsg;Daten der Applikation können nicht geladen werden.;Error loading application data.; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.saveApplicationProvideAllRequiredFieldsMsg;Bitte füllen Sie alle notwendigen Felder aus.;Please fill out all required fields.; -
SHOGun.admin.view.tab.CreateOrEditApplication;config.data.i18n.saveApplicationResponseTpl;Operation {0} erfolgreich für Applikation {1} ausgeführt.;Successfully {0}d the application {1}.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.permissions.layerpermissionstitle;Berechtigungen;Permissions; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.permissions.layerpermissionsdescriptionText;Hier können die Berechtigungen an diesem Layer für Benutzer und Gruppen eingerichtet werden.<br>Wenn Sie einen neuen Layer anlegen, müssen Sie diesen zunächst speichern, bevor die Berechtigungen vergeben werden können;Here you can manage what users and groups may see, edit and delete this layer.<br>If you are creating a new layer, you will need to save it first before you can set the permissions; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.permissions.permissionsUpdatesSuccessText;Berechtigungen aktualisiert;Permissions updated; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.permissions.permissionsUpdatesFailureText;Berechtigungen konnten nicht aktualisiert werden;Permissions failed to update; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.generalTitle;Übergeordnete Einstellungen;General; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.layerName;Name;Name; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.layerNameEmptyText;Bitte einen Layer-Namen eingeben.;Enter a layer name; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.fileUploadFieldLabel;Datei;File; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.fileUploadEmptyText;*.zip;*.zip; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.fileUploadButtonText;Hochladen;Upload; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.fileSelectBtnText;Datei auswählen;Browse; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.layerDescription;Beschreibung des Layers;Layer Description; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.layerOpacity;Deckkraft;Layer Opacity; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.hoverTemplate;Hover Template;Hover Template; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.availableAttributes;Verfügbare Attribute;Available Attributes; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.chooseProjectionWindowTitle;Projektionssystem wählen;Choose projection; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.chooseProjectionLayerNameEmptyText;Bitte wählen Sie ein Projektionssystem;Choose a Projection System; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.chooseProjectionCancelBtnText;Abbrechen;Cancel; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.chooseProjectionOkBtnText;OK;OK; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSuccessfulText;Layer erfolgreich hochgeladen;Successfully uploaded the layer.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.layerNameInvalidMsg;Bitte geben Sie einen Layernamen an.;Please enter a layer name.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.zipValidationFailedText;Validierung der ZIP-Datei fehlgeschlagen;Prevalidation of zip skipped.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadLayerErrorMsg;Fehler beim Hochladen des Layers;Error while uploading the layer; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.fileTooLargeText;Hochgeladene Datei;Large Uploadfile; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSkippedLargeFileMsg;Upload abgebrochen da Dateigröße zu groß;Skipped preprocessing because of large file; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSkippedShapeFileMissingMsg;Archiv enhält keine Shapefile;A shape file is missing; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSkippedDbfFileMissingMsg;Shape nicht valide: DBF-Datei fehlt.;A database file is missing; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSkippedShxFileMissingMsg;Shape nicht valide: SHX-Datei fehlt.;A database file is missing; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSkippedPrjMissingMsg;Es sollte eine PRJ-Datei zur Georeferenzierung verwendet werden. Alternativ können Sie auch im folgenden Schritt ein Projektionssystem auswählen.;A projection file is recommended. You can choose a projectionsystem from the combo alternatively.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadSkippedGeoTiffMissingMsg;GeoTiff- oder Tif-Datei fehlt.;A geoTiff or tif file is missing.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadInfoGeoreferencedGeoTiffMsg;Daten sind georeferenziert;Data is georeferenced; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadGeoTiffNotGeoreferencedMsg;Ihre Rasterdaten sind nicht georeferenzeiert. Bitte fügen Sie eine Worldfile (*.tfw) in die ZIP-Datei oder georeferenzieren Sie das GeoTIFF.;Your raster data is not georeferenced. Please georeference it or add a worldfile (*.tfw) to the zip.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.general.uploadFailedNoTypeDeterminedMsg;Der Typ des Layers kann nicht bestimmt werden.;Type of the layer could not be determined.; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.tabPanelTitle;Metadaten;Metadata; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.title;Titel;Title; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.abstract;Zusammenfassung;Abstract; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.organisation;Organisation;Organisation; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.address;Anschrift;Mailing address; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.address;Straße und Hausnr.;Delivery point; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.city;Stadt;City; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.postalCode;Postleitzahl;Postal code; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.country;Land;Country; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.website;Website;Website; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.person;Verantwortlicher;Guarantor; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.name;Name;Name; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.email;E-Mail;E-Mail; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.referenceDate;Erstellungsdatum;Reference date; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.topic;Thema;Topic; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.geography;Geographisch;Geography; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.extent;Ausdehnung;Extent; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.projection;Projektionssystem;Projection; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.geoExtent;Räumliche Ausdehnung;Extent; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.minX;Min X;Min X; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.maxX;Max X;Max X; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.minY;Min Y;Min Y; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.maxY;Max Y;Max Y; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.timeExtent;Zeitraum;Time extent; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.start;Von;Start; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.end;Bis;End; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.format;Format;Format; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.limitations;Beschränkungen;Limitations; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.onlineResource;Online Resource;Online Resource; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.dataSource;Quelle;Data source; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.publications;Publikationen;publications; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.createdMetadataMsg;Metadaten erzeugt unter UUID:;Createad MetadataSet with UUID:; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.couldNotCreateMetadataMsg;Metadaten konnten nicht erzeugt werden;Could not create metadata set; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.couldNotLoadLayerDataMsg;Fehler beim lesen der Layer-Rohdaten;Error loading Layer Data; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.updatedMetadataMsg;Metadaten aktualisiert unter UUID:;Updated MetadataSet with UUID:; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.i18n.metadata.couldNotUpdateMetadataMsg;Metadaten konnten nicht aktualisiert werden;Could not update metadata set; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.style.title;Stil;Style; -
SHOGun.admin.view.tab.CreateOrEditLayer;config.data.style.fieldsetTitle;Erzeuge Stil für Layer;Generate Style for Layer; -
SHOGun.admin.view.panel.style.Rules;config.data.addRuleButtonText;Regel hinzugügen;Add Rule; -
SHOGun.admin.view.panel.style.Rule;config.data.titlePrefix;Regel;Rule; -
SHOGun.admin.view.panel.style.Rule;config.data.ruleNameText;Name;Name; -
SHOGun.admin.view.panel.style.Rule;config.data.ruleTitleText;Titel;Title; -
SHOGun.admin.view.panel.style.Rule;config.data.singleRoleNeededErrorMsg;Es muss mindestens eine Regel angegeben werden.;At least one rule is required.; -
SHOGun.admin.view.panel.style.Rule;config.data.removeRuleButtonText;Regel entfernen;Remove this rule; -
SHOGun.admin.view.panel.style.Filter;config.data.title;Filter verwenden;Use Filter; -
SHOGun.admin.view.panel.style.Filter;config.data.attributeComboLabel;Attribut;Property; -
SHOGun.admin.view.panel.style.Filter;config.data.operatorComboLabel;Operator;Operator; -
SHOGun.admin.view.panel.style.Filter;config.data.literalNumberField1Label;Untere Grenze;Lower boundary; -
SHOGun.admin.view.panel.style.Filter;config.data.literalNumberField2Label;Wert;Value; -
SHOGun.admin.view.panel.style.Filter;config.data.literalTextFieldLabel;ähnlich wie;Is like pattern; -
SHOGun.admin.view.panel.style.Symbolizer;config.data.name;SLDStyler;SLDStyler; -
SHOGun.admin.view.panel.style.Symbolizer;config.data.title;Darstellung;Symbolizer; -
SHOGun.admin.view.panel.style.Symbolizer;config.data.windowTitle;Symbolisierung bearbeiten;Edit symbolizer; -
SHOGun.admin.view.panel.style.Symbolizer;config.data.symbolizerFieldSetHtml;Bearbeiten der Symbolisierung über Klick;Click symbolizer to edit; -
SHOGun.admin.view.panel.style.Symbolizer;config.data.applySymbolizationText;Übernehmen;OK; -
SHOGun.admin.view.panel.style.Symbolizer;config.data.cancelSymbolizationText;Abbrechen;Cancel; -
BasiGX.view.container.SLDStyler;config.data.pointStyleFieldSetTitle;Stil eines Punkts;Point Style; -
BasiGX.view.container.SLDStyler;config.data.pointStyleSymbolPanelTitle;Symbol;Symbol; -
BasiGX.view.container.SLDStyler;config.data.pointStyleRadiusNumberFieldLabel;Radius des Punkts;Point radius'; -
BasiGX.view.container.SLDStyler;config.data.pointStyleStrokeNumberFieldLabel;Strichstärke;Stroke width; -
BasiGX.view.container.SLDStyler;config.data.pointStyleStrokeColorFieldLabel;Strichfarbe;Stroke color; -
BasiGX.view.container.SLDStyler;config.data.pointStyleFillColorFieldLabel;Füllfarbe;Fill Color; -
BasiGX.view.container.SLDStyler;config.data.pointStyleGraphicPanelTitle;Grafik;Graphic; -
BasiGX.view.container.SLDStyler;config.data.pointStyleChooseImgBtnText;Bild auswählen;Choose Image; -
BasiGX.view.container.SLDStyler;config.data.pointStyleChooseFontBtnText;Font-Symbol auswählen;Choose Font Symbol; -
BasiGX.view.container.SLDStyler;config.data.pointStyleImgScaleSliderLabel;Maßstab;Scale; -
BasiGX.view.container.SLDStyler;config.data.pointStyleImgRotationSliderLabel;Rotation;Rotation; -
BasiGX.view.container.SLDStyler;config.data.pointStyleImgOpacitySliderLabel;Deckkraft;Opacity; -
BasiGX.view.container.SLDStyler;config.data.lineStyleFieldSetTitle;Stil des LineString;LineString Style; -
BasiGX.view.container.SLDStyler;config.data.lineStyleStrokeNumberFieldLabel;Strichstärke;Stroke Width; -
BasiGX.view.container.SLDStyler;config.data.lineStyleStrokeColorFieldLabel;Strichfarbe;Stroke Color; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleFieldSetTitle;Stil des Polygons;Polygon Style; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleSymbolPanelTitle;Symbol;Symbol; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleStrokeNumberFieldLabel;Strichstärke;Stroke Width; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleStrokeColorFieldLabel;Strichfarbe;Stroke Color; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleFillColorFieldLabel;Füllfarbe;Fill Color; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleGraphicPanelTitle;Grafik;Graphic; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleImgScaleSliderLabel;Maßstab;Scale; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleImgRotationSliderLabel;Rotation;Rotation; -
BasiGX.view.container.SLDStyler;config.data.polygonStyleImgOpacitySliderLabel;Deckkraft;Opacity; -
BasiGX.view.container.SLDStyler;config.data.pointGrapicDeletedSuccessMsgText;Die Füllgrafik wurde gelöscht, bitte weisen Sie eine neue zu.;The icon has been deleted. Please reassign a new one.; -
BasiGX.view.container.SLDStyler;config.data.pointGrapicDeletedSuccessMsgTitle;Löschen der Füllgrafik erfolgreich;Deletion succesfull; -
BasiGX.view.container.SLDStyler;config.data.graphicPoolWindowTitle;Graphik-Pool;Graphic Pool; -
BasiGX.view.container.SLDStyler;config.data.fontSymbolPoolWindowTitle;Font symbol pool;Font symbol pool; -
